,corp_name,se,thstrm,frmtrm,lwfr
0,KG모빌리언스,주당액면가액(원),500,500,500
1,KG모빌리언스,(연결)당기순이익(백만원),"22,473","17,606","12,119"
2,KG모빌리언스,(별도)당기순이익(백만원),"23,380","17,906","12,671"
3,KG모빌리언스,(연결)주당순이익(원),848,619,437
4,KG모빌리언스,현금배당금총액(백만원),"8,162","5,799","5,799"
5,KG모빌리언스,주식배당금총액(백만원),-,-,-
6,KG모빌리언스,(연결)현금배당성향(%),36.31,32.94,47.86
7,KG모빌리언스,현금배당수익률(%),2.16,3.22,2.73
8,KG모빌리언스,현금배당수익률(%),-,-,-
9,KG모빌리언스,주식배당수익률(%),-,-,-
10,KG모빌리언스,주식배당수익률(%),-,-,-
11,KG모빌리언스,주당 현금배당금(원),220,200,200
12,KG모빌리언스,주당 현금배당금(원),-,-,-
13,KG모빌리언스,주당 주식배당(주),-,-,-
14,KG모빌리언스,주당 주식배당(주),-,-,-
