,corp_name,se,thstrm,frmtrm,lwfr
0,효성중공업,주당액면가액(원),"5,000","5,000","5,000"
1,효성중공업,(연결)당기순이익(백만원),"-22,214","13,141","1,899"
2,효성중공업,(별도)당기순이익(백만원),"-1,105","11,920","20,629"
3,효성중공업,(연결)주당순이익(원),"-2,386","1,411",204
4,효성중공업,현금배당금총액(백만원),-,-,-
5,효성중공업,주식배당금총액(백만원),-,-,-
6,효성중공업,(연결)현금배당성향(%),-,-,-
7,효성중공업,현금배당수익률(%),-,-,-
8,효성중공업,현금배당수익률(%),-,-,-
9,효성중공업,주식배당수익률(%),-,-,-
10,효성중공업,주식배당수익률(%),-,-,-
11,효성중공업,주당 현금배당금(원),-,-,-
12,효성중공업,주당 현금배당금(원),-,-,-
13,효성중공업,주당 주식배당(주),-,-,-
14,효성중공업,주당 주식배당(주),-,-,-
