,corp_name,se,thstrm,frmtrm,lwfr
0,오리엔트바이오,주당액면가액(원),500,500,500
1,오리엔트바이오,(연결)당기순이익(백만원),"-11,644","-30,174","-16,211"
2,오리엔트바이오,(별도)당기순이익(백만원),"-19,054","-21,366","-10,168"
3,오리엔트바이오,(연결)주당순이익(원),-107,-112,-85
4,오리엔트바이오,현금배당금총액(백만원),-,-,-
5,오리엔트바이오,주식배당금총액(백만원),-,-,-
6,오리엔트바이오,(연결)현금배당성향(%),-,-,-
7,오리엔트바이오,현금배당수익률(%),-,-,-
8,오리엔트바이오,현금배당수익률(%),-,-,-
9,오리엔트바이오,주식배당수익률(%),-,-,-
10,오리엔트바이오,주식배당수익률(%),-,-,-
11,오리엔트바이오,주당 현금배당금(원),-,-,-
12,오리엔트바이오,주당 현금배당금(원),-,-,-
13,오리엔트바이오,주당 주식배당(주),-,-,-
14,오리엔트바이오,주당 주식배당(주),-,-,-
