,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,SK디스커버리,주당액면가액(원),"5,000","5,000","5,000",
1,SK디스커버리,(연결)당기순이익(백만원),"267,001","180,383","70,761",
2,SK디스커버리,(별도)당기순이익(백만원),"16,292","-1,319","33,299",
3,SK디스커버리,(연결)주당순이익(원),"13,096","8,846","3,942",
4,SK디스커버리,현금배당금총액(백만원),"20,451","14,336","12,297",
5,SK디스커버리,주식배당금총액(백만원),-,-,-,
6,SK디스커버리,(연결)현금배당성향(%),7.66,7.95,17.38,
7,SK디스커버리,현금배당수익률(%),1.50,2.80,2.30,보통주
8,SK디스커버리,현금배당수익률(%),1.90,4.50,4.20,우선주
9,SK디스커버리,주식배당수익률(%),-,-,-,보통주
10,SK디스커버리,주식배당수익률(%),-,-,-,우선주
11,SK디스커버리,주당 현금배당금(원),"1,000",700,600,보통주
12,SK디스커버리,주당 현금배당금(원),"1,050",750,650,우선주
13,SK디스커버리,주당 주식배당(주),-,-,-,보통주
14,SK디스커버리,주당 주식배당(주),-,-,-,우선주
