,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,코웨이,주당액면가액(원),500,500,500,
1,코웨이,(연결)당기순이익(백만원),"404,892","332,942","350,241",
2,코웨이,(별도)당기순이익(백만원),"280,551","286,541","332,278",
3,코웨이,(연결)주당순이익(원),"5,584","4,611","4,854",
4,코웨이,현금배당금총액(백만원),"87,067","173,300","259,808",
5,코웨이,주식배당금총액(백만원),-,-,-,
6,코웨이,(연결)현금배당성향(%),21.50,52.10,74.20,
7,코웨이,현금배당수익률(%),1.70,2.60,4.60,의결권 있는 보통주
8,코웨이,현금배당수익률(%),-,-,-,의결권 없는 우선주
9,코웨이,주식배당수익률(%),-,-,-,의결권 있는 보통주
10,코웨이,주식배당수익률(%),-,-,-,의결권 없는 우선주
11,코웨이,주당 현금배당금(원),"1,200","2,400","3,600",의결권 있는 보통주
12,코웨이,주당 현금배당금(원),-,-,-,의결권 없는 우선주
13,코웨이,주당 주식배당(주),-,-,-,의결권 있는 보통주
14,코웨이,주당 주식배당(주),-,-,-,의결권 없는 우선주
