,corp_name,se,thstrm,frmtrm,lwfr
0,한국석유공업,주당액면가액(원),"5,000","5,000","5,000"
1,한국석유공업,(연결)당기순이익(백만원),"6,514","-7,591","4,401"
2,한국석유공업,(별도)당기순이익(백만원),"5,402","-5,398","4,359"
3,한국석유공업,(연결)주당순이익(원),"10,548","-12,148","7,011"
4,한국석유공업,현금배당금총액(백만원),983,937,937
5,한국석유공업,주식배당금총액(백만원),-,-,-
6,한국석유공업,(연결)현금배당성향(%),15.10,-,21.30
7,한국석유공업,현금배당수익률(%),1.64,1.47,1.13
8,한국석유공업,현금배당수익률(%),-,-,-
9,한국석유공업,주식배당수익률(%),-,-,-
10,한국석유공업,주식배당수익률(%),-,-,-
11,한국석유공업,주당 현금배당금(원),"1,600","1,500","1,500"
12,한국석유공업,주당 현금배당금(원),-,-,-
13,한국석유공업,주당 주식배당(주),-,-,-
14,한국석유공업,주당 주식배당(주),-,-,-
