,corp_name,se,thstrm,frmtrm,lwfr
0,동아지질,주당액면가액(원),500,500,500
1,동아지질,(연결)당기순이익(백만원),"2,042","19,043","18,725"
2,동아지질,(별도)당기순이익(백만원),"2,363","18,273","21,419"
3,동아지질,(연결)주당순이익(원),181,"1,686","1,658"
4,동아지질,현금배당금총액(백만원),848,"2,260","2,260"
5,동아지질,주식배당금총액(백만원),-,-,-
6,동아지질,(연결)현금배당성향(%),41.50,11.87,12.07
7,동아지질,현금배당수익률(%),0.50,1.10,1.20
8,동아지질,현금배당수익률(%),-,-,-
9,동아지질,주식배당수익률(%),-,-,-
10,동아지질,주식배당수익률(%),-,-,-
11,동아지질,주당 현금배당금(원),75,200,200
12,동아지질,주당 현금배당금(원),-,-,-
13,동아지질,주당 주식배당(주),-,-,-
14,동아지질,주당 주식배당(주),-,-,-
