,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,경인전자,주당액면가액(원),"5,000","5,000","5,000",
1,경인전자,(연결)당기순이익(백만원),"1,351",243,-681,
2,경인전자,(별도)당기순이익(백만원),-518,488,175,
3,경인전자,(연결)주당순이익(원),"1,033",182,-499,
4,경인전자,현금배당금총액(백만원),325,333,334,
5,경인전자,주식배당금총액(백만원),-,-,-,
6,경인전자,(연결)현금배당성향(%),-,-,-,
7,경인전자,현금배당수익률(%),1.00,1.20,1.10,보통주
8,경인전자,현금배당수익률(%),-,-,-,우선주
9,경인전자,주식배당수익률(%),-,-,-,보통주
10,경인전자,주식배당수익률(%),-,-,-,우선주
11,경인전자,주당 현금배당금(원),250,250,250,보통주
12,경인전자,주당 현금배당금(원),-,-,-,우선주
13,경인전자,주당 주식배당(주),-,-,-,보통주
14,경인전자,주당 주식배당(주),-,-,-,우선주
