,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한국캐피탈,주당액면가액(원),500,500,500,
1,한국캐피탈,(연결)당기순이익(백만원),"32,059","21,034","16,834",
2,한국캐피탈,(별도)당기순이익(백만원),-,-,-,
3,한국캐피탈,(연결)주당순이익(원),180,118,102,
4,한국캐피탈,현금배당금총액(백만원),"6,278","6,532",615,
5,한국캐피탈,주식배당금총액(백만원),-,-,-,
6,한국캐피탈,(연결)현금배당성향(%),19.60,31.10,3.70,
7,한국캐피탈,현금배당수익률(%),4.20,4.60,3.30,보통주
8,한국캐피탈,현금배당수익률(%),-,-,-,우선주
9,한국캐피탈,주식배당수익률(%),-,-,-,보통주
10,한국캐피탈,주식배당수익률(%),-,-,-,우선주
11,한국캐피탈,주당 현금배당금(원),25,25,20,보통주
12,한국캐피탈,주당 현금배당금(원),-,-,-,우선주
13,한국캐피탈,주당 주식배당(주),-,-,-,보통주
14,한국캐피탈,주당 주식배당(주),-,-,-,우선주
