,corp_name,se,thstrm,frmtrm,lwfr
0,KH바텍,주당액면가액(원),500,500,500
1,KH바텍,(연결)당기순이익(백만원),"-13,807","-11,583","-39,098"
2,KH바텍,(별도)당기순이익(백만원),"-12,605","-11,388","-38,963"
3,KH바텍,(연결)주당순이익(원),-604,-518,"-2,014"
4,KH바텍,현금배당금총액(백만원),-,-,-
5,KH바텍,주식배당금총액(백만원),-,-,-
6,KH바텍,(연결)현금배당성향(%),-,-,-
7,KH바텍,현금배당수익률(%),-,-,-
8,KH바텍,현금배당수익률(%),-,-,-
9,KH바텍,주식배당수익률(%),-,-,-
10,KH바텍,주식배당수익률(%),-,-,-
11,KH바텍,주당 현금배당금(원),-,-,-
12,KH바텍,주당 현금배당금(원),-,-,-
13,KH바텍,주당 주식배당(주),-,-,-
14,KH바텍,주당 주식배당(주),-,-,-
15,KH바텍,주당 주식배당(주),-,-,-
