,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,효성 ITX,주당액면가액(원),500,500,500,
1,효성 ITX,(연결)당기순이익(백만원),"12,749","10,830","7,524",
2,효성 ITX,(별도)당기순이익(백만원),"15,418","12,653","8,147",
3,효성 ITX,(연결)주당순이익(원),"1,067",899,621,
4,효성 ITX,현금배당금총액(백만원),"8,949","6,030","6,038",
5,효성 ITX,주식배당금총액(백만원),-,-,-,
6,효성 ITX,(연결)현금배당성향(%),70.19,55.68,80.25,
7,효성 ITX,현금배당수익률(%),3.49,3.02,4.65,보통주
8,효성 ITX,현금배당수익률(%),-,-,-,우선주
9,효성 ITX,주식배당수익률(%),-,-,-,보통주
10,효성 ITX,주식배당수익률(%),-,-,-,우선주
11,효성 ITX,주당 현금배당금(원),750,500,500,보통주
12,효성 ITX,주당 현금배당금(원),755,505,505,우선주
13,효성 ITX,주당 주식배당(주),-,-,-,보통주
14,효성 ITX,주당 주식배당(주),-,-,-,우선주
