,corp_name,se,thstrm,frmtrm,lwfr
0,삼화전자공업,주당액면가액(원),"1,000","1,000","1,000"
1,삼화전자공업,(연결)당기순이익(백만원),"-2,297","-3,221","-4,270"
2,삼화전자공업,(별도)당기순이익(백만원),"-1,361","-2,703","-3,364"
3,삼화전자공업,(연결)주당순이익(원),-220,-308,-422
4,삼화전자공업,현금배당금총액(백만원),-,-,-
5,삼화전자공업,주식배당금총액(백만원),-,-,-
6,삼화전자공업,(연결)현금배당성향(%),-,-,-
7,삼화전자공업,현금배당수익률(%),-,-,-
8,삼화전자공업,현금배당수익률(%),-,-,-
9,삼화전자공업,주식배당수익률(%),-,-,-
10,삼화전자공업,주식배당수익률(%),-,-,-
11,삼화전자공업,주당 현금배당금(원),-,-,-
12,삼화전자공업,주당 현금배당금(원),-,-,-
13,삼화전자공업,주당 주식배당(주),-,-,-
14,삼화전자공업,주당 주식배당(주),-,-,-
