,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,금강공업,주당액면가액(원),"1,000","1,000","5,000",
1,금강공업,(연결)당기순이익(백만원),"2,298","-4,952","14,872",
2,금강공업,(별도)당기순이익(백만원),"-18,071","-6,797","10,842",
3,금강공업,(연결)주당순이익(원),-67,-406,653,
4,금강공업,현금배당금총액(백만원),997,"1,806","2,242",
5,금강공업,주식배당금총액(백만원),-,-,-,
6,금강공업,(연결)현금배당성향(%),43.40,-,15.10,
7,금강공업,현금배당수익률(%),0.80,2.10,2.40,보통주
8,금강공업,현금배당수익률(%),0.50,1.10,1.60,우선주
9,금강공업,주식배당수익률(%),-,-,-,보통주
10,금강공업,주식배당수익률(%),-,-,-,우선주
11,금강공업,주당 현금배당금(원),40,80,500,보통주
12,금강공업,주당 현금배당금(원),50,90,550,우선주
13,금강공업,주당 주식배당(주),-,-,-,보통주
14,금강공업,주당 주식배당(주),-,-,-,우선주
