,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,현대제철,주당액면가액(원),"5,000","5,000","5,000",
1,현대제철,(연결)당기순이익(백만원),"-440,120","17,105","398,674",
2,현대제철,(별도)당기순이익(백만원),"-455,917","32,468","373,478",
3,현대제철,(연결)주당순이익(원),"-3,272",130,"3,037",
4,현대제철,현금배당금총액(백만원),"65,773","98,453","98,453",
5,현대제철,주식배당금총액(백만원),-,-,-,
6,현대제철,(연결)현금배당성향(%),-,575.59,24.70,
7,현대제철,현금배당수익률(%),1.30,2.40,1.50,보통주
8,현대제철,현금배당수익률(%),-,-,-,우선주
9,현대제철,주식배당수익률(%),-,-,-,보통주
10,현대제철,주식배당수익률(%),-,-,-,우선주
11,현대제철,주당 현금배당금(원),500,750,750,보통주
12,현대제철,주당 현금배당금(원),-,-,-,우선주
13,현대제철,주당 주식배당(주),-,-,-,보통주
14,현대제철,주당 주식배당(주),-,-,-,우선주
