,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한국수출포장공업,주당액면가액(원),"5,000","5,000","5,000",
1,한국수출포장공업,(연결)당기순이익(백만원),"8,354","18,020","17,293",
2,한국수출포장공업,(별도)당기순이익(백만원),"7,982","17,784","16,999",
3,한국수출포장공업,(연결)주당순이익(원),"2,088","4,505","4,323",
4,한국수출포장공업,현금배당금총액(백만원),"2,370","2,400","2,400",
5,한국수출포장공업,주식배당금총액(백만원),-,-,-,
6,한국수출포장공업,(연결)현금배당성향(%),28.70,13.30,13.90,
7,한국수출포장공업,현금배당수익률(%),2.71,3.03,3.08,보통주
8,한국수출포장공업,현금배당수익률(%),-,-,-,우선주
9,한국수출포장공업,주식배당수익률(%),-,-,-,보통주
10,한국수출포장공업,주식배당수익률(%),-,-,-,우선주
11,한국수출포장공업,주당 현금배당금(원),600,600,600,보통주
12,한국수출포장공업,주당 현금배당금(원),-,-,-,우선주
13,한국수출포장공업,주당 주식배당(주),-,-,-,보통주
14,한국수출포장공업,주당 주식배당(주),-,-,-,우선주
