,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,사조대림,주당액면가액(원),"5,000","5,000","5,000",
1,사조대림,(연결)당기순이익(백만원),"33,837","82,577","9,917",
2,사조대림,(별도)당기순이익(백만원),"23,129","77,077","7,186",
3,사조대림,(연결)주당순이익(원),"4,602","12,182","1,663",
4,사조대림,현금배당금총액(백만원),"1,471","1,103",895,
5,사조대림,주식배당금총액(백만원),-,-,-,
6,사조대림,(연결)현금배당성향(%),4.30,1.30,9.00,
7,사조대림,현금배당수익률(%),1.20,0.90,0.60,보통주
8,사조대림,현금배당수익률(%),-,-,-,(*)우선주
9,사조대림,주식배당수익률(%),-,-,-,보통주
10,사조대림,주식배당수익률(%),-,-,-,(*)우선주
11,사조대림,주당 현금배당금(원),200,150,150,보통주
12,사조대림,주당 현금배당금(원),250,200,200,(*)우선주
13,사조대림,주당 주식배당(주),-,-,-,보통주
14,사조대림,주당 주식배당(주),-,-,-,(*)우선주
