,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한화투자증권,주당액면가액(원),"5,000","5,000","5,000",
1,한화투자증권,(연결)당기순이익(백만원),"67,165","98,444","72,437",
2,한화투자증권,(별도)당기순이익(백만원),"62,612","101,189","72,748",
3,한화투자증권,(연결)주당순이익(원),307,511,411,
4,한화투자증권,현금배당금총액(백만원),-,-,-,
5,한화투자증권,주식배당금총액(백만원),-,-,-,
6,한화투자증권,(연결)현금배당성향(%),-,-,-,
7,한화투자증권,현금배당수익률(%),-,-,-,보통주
8,한화투자증권,현금배당수익률(%),-,-,-,우선주
9,한화투자증권,주식배당수익률(%),-,-,-,보통주
10,한화투자증권,주식배당수익률(%),-,-,-,우선주
11,한화투자증권,주당 현금배당금(원),-,-,-,보통주
12,한화투자증권,주당 현금배당금(원),-,-,-,우선주
13,한화투자증권,주당 주식배당(주),-,-,-,보통주
14,한화투자증권,주당 주식배당(주),-,-,-,우선주
