,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,코스맥스,주당액면가액(원),500,500,500,
1,코스맥스,(연결)당기순이익(백만원),"-29,053","18,320","21,063",
2,코스맥스,(별도)당기순이익(백만원),"-34,558","92,643","21,365",
3,코스맥스,(연결)주당순이익(원),"2,128","3,168","3,247",
4,코스맥스,현금배당금총액(백만원),-,"9,041","6,028",
5,코스맥스,주식배당금총액(백만원),-,-,-,
6,코스맥스,(연결)현금배당성향(%),-,49.40,28.60,
7,코스맥스,현금배당수익률(%),-,1.10,0.50,보통주
8,코스맥스,현금배당수익률(%),-,-,-,우선주
9,코스맥스,주식배당수익률(%),-,-,-,보통주
10,코스맥스,주식배당수익률(%),-,-,-,우선주
11,코스맥스,주당 현금배당금(원),-,900,600,보통주
12,코스맥스,주당 현금배당금(원),-,-,-,우선주
13,코스맥스,주당 주식배당(주),-,-,-,보통주
14,코스맥스,주당 주식배당(주),-,-,-,우선주
