,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,DL건설,주당액면가액(원),"5,000","5,000","5,000",
1,DL건설,(연결)당기순이익(백만원),"149,320","95,096","64,534",
2,DL건설,(별도)당기순이익(백만원),-,-,-,
3,DL건설,(연결)주당순이익(원),"7,953","6,265","4,251",
4,DL건설,현금배당금총액(백만원),"18,129","6,072","3,795",
5,DL건설,주식배당금총액(백만원),-,-,-,
6,DL건설,(연결)현금배당성향(%),12.10,6.38,5.88,
7,DL건설,현금배당수익률(%),1.87,2.05,1.71,보통주
8,DL건설,현금배당수익률(%),-,-,-,우선주
9,DL건설,주식배당수익률(%),-,-,-,
10,DL건설,주식배당수익률(%),-,-,-,
11,DL건설,주당 현금배당금(원),550,400,250,보통주
12,DL건설,주당 현금배당금(원),"4,784",-,-,우선주
13,DL건설,주당 주식배당(주),-,-,-,
14,DL건설,주당 주식배당(주),-,-,-,
