,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,서진시스템,주당액면가액(원),500,500,500,
1,서진시스템,(연결)당기순이익(백만원),"-5,507","48,648","30,112",
2,서진시스템,(별도)당기순이익(백만원),"-19,811","9,581","10,881",
3,서진시스템,(연결)주당순이익(원),-304,"2,688","4,124",
4,서진시스템,현금배당금총액(백만원),-,"5,430","3,620",
5,서진시스템,주식배당금총액(백만원),-,-,-,
6,서진시스템,(연결)현금배당성향(%),-,11.08,11.19,
7,서진시스템,현금배당수익률(%),-,1.04,1.26,보통주
8,서진시스템,현금배당수익률(%),-,-,-,우선주
9,서진시스템,주식배당수익률(%),-,-,-,보통주
10,서진시스템,주식배당수익률(%),-,-,-,우선주
11,서진시스템,주당 현금배당금(원),-,300,200,보통주
12,서진시스템,주당 현금배당금(원),-,-,-,우선주
13,서진시스템,주당 주식배당(주),-,-,-,보통주
14,서진시스템,주당 주식배당(주),-,-,-,우선주
