,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,KISCO홀딩스,주당액면가액(원),"1,000","1,000","1,000",
1,KISCO홀딩스,(연결)당기순이익(백만원),"34,525","44,500","25,355",
2,KISCO홀딩스,(별도)당기순이익(백만원),"12,607","12,938","11,894",
3,KISCO홀딩스,(연결)주당순이익(원),"2,260","2,909","1,658",
4,KISCO홀딩스,현금배당금총액(백만원),"4,500","4,283","4,283",
5,KISCO홀딩스,주식배당금총액(백만원),-,-,-,
6,KISCO홀딩스,(연결)현금배당성향(%),13.03,9.62,16.89,
7,KISCO홀딩스,현금배당수익률(%),2.10,2.20,2.10,보통주
8,KISCO홀딩스,현금배당수익률(%),-,-,-,우선주
9,KISCO홀딩스,주식배당수익률(%),-,-,-,보통주
10,KISCO홀딩스,주식배당수익률(%),-,-,-,우선주
11,KISCO홀딩스,주당 현금배당금(원),300,280,280,보통주
12,KISCO홀딩스,주당 현금배당금(원),-,-,-,우선주
13,KISCO홀딩스,주당 주식배당(주),-,-,-,보통주
14,KISCO홀딩스,주당 주식배당(주),-,-,-,우선주
