,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,LG,주당액면가액(원),"5,000","5,000","5,000",
1,LG,(연결)당기순이익(백만원),"1,465,673","1,079,949","1,863,881",
2,LG,(별도)당기순이익(백만원),"1,331,351","581,161","552,662",
3,LG,(연결)주당순이익(원),"8,338","6,143","10,603",
4,LG,현금배당금총액(백만원),"439,593","386,862","351,708",
5,LG,주식배당금총액(백만원),-,-,-,
6,LG,(연결)현금배당성향(%),29.99,35.82,18.87,
7,LG,현금배당수익률(%),2.96,2.94,2.82,보통주
8,LG,현금배당수익률(%),3.83,4.53,4.97,우선주
9,LG,주식배당수익률(%),-,-,-,보통주
10,LG,주식배당수익률(%),-,-,-,우선주
11,LG,주당 현금배당금(원),"2,500","2,200","2,000",보통주
12,LG,주당 현금배당금(원),"2,550","2,250","2,050",우선주
13,LG,주당 주식배당(주),-,-,-,보통주
14,LG,주당 주식배당(주),-,-,-,우선주
