,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,극동유화,주당액면가액(원),500,500,500,
1,극동유화,(연결)당기순이익(백만원),"7,172","14,203","16,292",
2,극동유화,(별도)당기순이익(백만원),"7,033","13,224","14,674",
3,극동유화,(연결)주당순이익(원),213,422,484,
4,극동유화,현금배당금총액(백만원),"4,714","5,387","5,387",
5,극동유화,주식배당금총액(백만원),-,-,-,
6,극동유화,(연결)현금배당성향(%),65.70,37.90,33.10,
7,극동유화,현금배당수익률(%),3.90,4.50,4.70,보통주
8,극동유화,현금배당수익률(%),-,-,-,우선주
9,극동유화,주식배당수익률(%),-,-,-,보통주
10,극동유화,주식배당수익률(%),-,-,-,우선주
11,극동유화,주당 현금배당금(원),140,160,160,보통주
12,극동유화,주당 현금배당금(원),-,-,-,우선주
13,극동유화,주당 주식배당(주),-,-,-,보통주
14,극동유화,주당 주식배당(주),-,-,-,우선주
