,corp_name,se,thstrm,frmtrm,lwfr
0,웰바이오텍,주당액면가액(원),500,500,500
1,웰바이오텍,(연결)당기순이익(백만원),"-67,825","-16,553","-16,307"
2,웰바이오텍,(별도)당기순이익(백만원),"-64,372","-16,801","-14,175"
3,웰바이오텍,(연결)주당순이익(원),"-1,543",-368,-780
4,웰바이오텍,현금배당금총액(백만원),0,0,0
5,웰바이오텍,주식배당금총액(백만원),0,0,0
6,웰바이오텍,(연결)현금배당성향(%),0.00,0.00,0.00
7,웰바이오텍,현금배당수익률(%),0.00,0.00,0.00
8,웰바이오텍,현금배당수익률(%),0.00,0.00,0.00
9,웰바이오텍,주식배당수익률(%),0.00,0.00,0.00
10,웰바이오텍,주식배당수익률(%),0.00,0.00,0.00
11,웰바이오텍,주당 현금배당금(원),0,0,0
12,웰바이오텍,주당 현금배당금(원),0,0,0
13,웰바이오텍,주당 주식배당(주),0,0,0
14,웰바이오텍,주당 주식배당(주),0,0,0
