,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,쌍용씨앤이,주당액면가액(원),100,"1,000","1,000",
1,쌍용씨앤이,(연결)당기순이익(백만원),"138,181","130,652","146,687",
2,쌍용씨앤이,(별도)당기순이익(백만원),"134,193","136,912","150,905",
3,쌍용씨앤이,(연결)주당순이익(원),275,258,290,
4,쌍용씨앤이,현금배당금총액(백만원),"221,675","212,284","187,014",
5,쌍용씨앤이,주식배당금총액(백만원),-,-,-,
6,쌍용씨앤이,(연결)현금배당성향(%),160.40,162.50,127.50,
7,쌍용씨앤이,현금배당수익률(%),6.30,7.30,5.80,보통주
8,쌍용씨앤이,현금배당수익률(%),-,3.80,7.00,우선주
9,쌍용씨앤이,주식배당수익률(%),-,-,-,보통주
10,쌍용씨앤이,주식배당수익률(%),-,-,-,우선주
11,쌍용씨앤이,주당 현금배당금(원),440,420,370,보통주
12,쌍용씨앤이,주당 현금배당금(원),-,430,380,우선주
13,쌍용씨앤이,주당 주식배당(주),-,-,-,보통주
14,쌍용씨앤이,주당 주식배당(주),-,-,-,우선주
