,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,부국철강,주당액면가액(원),500,500,500,
1,부국철강,(연결)당기순이익(백만원),-,-,-,
2,부국철강,(별도)당기순이익(백만원),807,"1,838","2,078",
3,부국철강,(연결)주당순이익(원),40,92,104,
4,부국철강,현금배당금총액(백만원),"1,500","1,500","1,500",
5,부국철강,주식배당금총액(백만원),-,-,-,
6,부국철강,(연결)현금배당성향(%),185.80,81.50,72.10,
7,부국철강,현금배당수익률(%),1.70,1.40,2.40,보통주
8,부국철강,현금배당수익률(%),-,-,-,
9,부국철강,주식배당수익률(%),-,-,-,보통주
10,부국철강,주식배당수익률(%),-,-,-,
11,부국철강,주당 현금배당금(원),75,75,75,보통주
12,부국철강,주당 현금배당금(원),-,-,-,
13,부국철강,주당 주식배당(주),-,-,-,보통주
14,부국철강,주당 주식배당(주),-,-,-,
