,corp_name,se,thstrm,frmtrm,lwfr
0,해태제과식품,주당액면가액(원),500,500,500
1,해태제과식품,(연결)당기순이익(백만원),"27,516","-34,682","2,441"
2,해태제과식품,(별도)당기순이익(백만원),"26,027","-36,583","4,008"
3,해태제과식품,(연결)주당순이익(원),"1,035","-1,309",92
4,해태제과식품,현금배당금총액(백만원),"5,304","3,978","3,978"
5,해태제과식품,주식배당금총액(백만원),-,-,-
6,해태제과식품,(연결)현금배당성향(%),19.30,-11.50,163.00
7,해태제과식품,현금배당수익률(%),2.40,2.10,1.60
8,해태제과식품,현금배당수익률(%),-,-,-
9,해태제과식품,주식배당수익률(%),-,-,-
10,해태제과식품,주식배당수익률(%),-,-,-
11,해태제과식품,주당 현금배당금(원),200,150,150
12,해태제과식품,주당 현금배당금(원),-,-,-
13,해태제과식품,주당 주식배당(주),-,-,-
14,해태제과식품,주당 주식배당(주),-,-,-
