,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,화성산업,주당액면가액(원),"5,000","5,000","5,000",
1,화성산업,(연결)당기순이익(백만원),"32,927",-,-,
2,화성산업,(별도)당기순이익(백만원),"33,207","7,673","49,227",
3,화성산업,(연결)주당순이익(원),"2,742",634,"4,065",
4,화성산업,현금배당금총액(백만원),"7,872","6,055","11,262",
5,화성산업,주식배당금총액(백만원),-,-,-,
6,화성산업,(연결)현금배당성향(%),23.70,78.90,22.90,
7,화성산업,현금배당수익률(%),5.07,4.12,6.05,보통주
8,화성산업,현금배당수익률(%),-,-,-,
9,화성산업,주식배당수익률(%),-,-,-,보통주
10,화성산업,주식배당수익률(%),-,-,-,
11,화성산업,주당 현금배당금(원),650,500,930,보통주
12,화성산업,주당 현금배당금(원),-,-,-,
13,화성산업,주당 주식배당(주),-,-,-,보통주
14,화성산업,주당 주식배당(주),-,-,-,
