,tag,제 26 기,제 25 기,제 24 기
2,매출총이익,115115439509,162311340381,191698550110
4,영업이익(손실),"(18,861,876,976)","(23,884,332,522)",2404725010
5,기타이익,6123305778,2165531961,1622594235
9,법인세비용차감전순이익(손실),"(24,717,931,739)","(45,305,295,348)",1071250714
11,당기순이익(손실),"(23,006,381,384)","(43,779,306,651)",4003516688
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(23,006,381,384)","(43,779,306,651)",4003516688
20,비지배지분에 귀속되는 당기순이익(손실),0,0,0
24,주당이익,,,
25,기본주당이익(손실) (단위 : 원),"(2,105)","(3,877)",329
26,희석주당이익(손실) (단위 : 원),"(2,105)","(3,877)",329
