,tag,제 61 기,제 60 기,제 59 기
2,매출총이익(손실),9705288433,21142500742,12868096124
4,영업이익(손실),"(1,513,823,202)",10843513924,3190840459
5,기타이익,2452255377,4088896085,2756434664
9,지분법이익,2648928619,3938151930,3380975599
10,법인세비용차감전순이익(손실),"(3,657,215,413)",21315046962,11018371872
12,당기순이익(손실),"(2,972,498,187)",19032126379,6760001483
13,당기순이익(손실)의 귀속,,,
14,지배기업소유주지분 순이익(손실),"(4,723,695,692)",15722221396,5345889985
15,비지배지분 순이익(손실),1751197505,3309904983,1414111498
19,지분법이익잉여금변동,"(128,474,073)","(69,560,405)","(1,010,274)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),(184),613,208
29,희석주당이익(손실) (단위 : 원),(184),613,208
