,tag,제 68 기,제 67 기,제 66 기
2,매출총이익,135562495846,84526609855,61308619519
4,영업이익(손실),81806922399,42026286377,4553307207
10,법인세비용차감전순이익(손실),70886946704,36787336531,"(12,323,190,049)"
12,계속사업순이익(손실),53080079020,29235249955,"(12,121,972,599)"
13,중단사업순이익(손실),0,387275719,"(5,666,099,282)"
14,당순이익(손실),53080079020,29622525674,"(17,788,071,881)"
24,당기순이익(손실)의 귀속,,,
25,지배기업의 소유주에게 귀속되는계속영업이익,48734080729,29308214463,"(12,092,214,606)"
26,지배기업의 소유주에게 귀속되는중단영업이익,,825814333,"(5,035,514,851)"
27,비지배기업의 소유주에게 귀속되는계속영업이익,4345998291,"(72,964,508)","(29,757,993)"
28,비지배기업의 소유주에게 귀속되는중단영업이익,,"(438,538,614)","(630,584,431)"
33,계속영업 기본주당순이익 (단위 : 원),2232,1304,(537)
34,중단영업 기본주당순이익 (단위 : 원),2232,36,(223)
