,tag,제 20 기,제 19 기,제 18 기
2,매출총이익,48644486936,53695148512,32850248383
4,영업이익(손실),31977802907,35375014087,19743760837
9,관계기업 등에 대한 지분법이익(손실),0,"(487,480,043)","(2,157,425,317)"
10,법인세비용차감전순이익(손실),36084179177,38920988712,22486309258
12,당기순이익(손실),31449220782,28019473514,16251788540
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),31478428447,28069500978,16490509431
15,비지배지분에 귀속되는 당기순이익(손실),"(29,207,665)","(50,027,464)","(238,720,891)"
28,주당이익,,,
29,기본주당이익(손실) (단위 : 원),3193,2814,1613
30,희석주당이익(손실) (단위 : 원),3193,2814,1613
