,tag,제 63 기,제 62 기,제 61 기
2,매출총이익,1041844824831,638785829774,712840695126
4,영업이익,133845504026,133209522238,200863854814
10,기타이익,360913886444,86726847300,30972653950
12,법인세비용차감전이익,694121342299,"(195,544,422,094)","(67,062,804,422)"
24,지분법이익잉여금변동,"(991,065,677)","(550,904,832)",1247446916
25,기타포괄손익-공정가치측정금융자산평가이익(손실),"(32,810,163,877)",,
34,계속영업기본주당이익(손실) (단위 : 원),67221,"(23,038)","(6,523)"
35,중단영업기본주당이익(손실) (단위 : 원),5724,409,4126
36,계속영업희석주당이익(손실) (단위 : 원),67221,"(23,038)","(6,523)"
37,중단영업희석주당이익(손실) (단위 : 원),5724,409,4126
