,tag,제 48 기,제 47 기,제 46 기
2,매출총이익,10179485249,8899712701,8319810260
4,영업이익(손실),1710690523,"(203,455,347)","(260,923,545)"
10,법인세비용차감전순이익(손실),6537205077,3797644457,1139180102
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),4397056199,3249662238,536353326
17,계속영업이익,4271878880,2756122017,382239532
18,중단영업이익,125177319,493540221,154113794
19,비지배지분에 귀속되는 당기순이익(손실),142081694,206610707,143824350
20,계속영업이익,22332817,7018623,35466978
21,중단영업이익,119748877,199592084,108357372
34,주당이익,,,
35,기본주당이익(손실) (단위 : 원),512,378,62
36,계속영업기본 및 희석주당이익(손실) (단위 : 원),497,321,44
37,중단영업기본및 희석주당이익(손실) (단위 : 원),15,57,18
