,tag,제 50 기,제 49 기,제 48 기
2,매출총이익,54809764408,56498229437,93095948314
4,영업이익(손실),21917114997,18235242972,54299408105
7,기타이익,7348425276,7517392135,6647616545
10,법인세비용차감전순이익(손실),20827681189,"(16,248,171,027)",56258353534
12,당기순이익(손실),12133246358,"(14,445,128,812)",41196834515
23,당기순이익(손실)의 귀속,,,
24,지배기업의 소유주에게 귀속되는 당기순이익(손실),7398002199,"(12,783,234,008)",35615301742
25,비지배지분에 귀속되는 당기순이익(손실),4735244159,"(1,661,894,804)",5581532773
29,주당이익,,,
30,기본주당이익(손실) (단위 : 원),1496,"(2,585)",7202
31,희석주당이익(손실) (단위 : 원),1496,"(2,585)",7202
