,tag,제 57 기,제 56 기,제 55 기
2,매출총이익,234061682622,283478920468,300204048244
5,영업이익,139232923700,189666421057,210714114670
10,공동기업이익,31992396939,31390268295,78831522666
11,법인세비용차감전순이익,259517195276,224874046294,275210755170
13,당기순이익,198791787650,168371662088,214923353210
14,기타포괄이익(손실),1094690173,"(9,857,818,979)","(9,355,391,100)"
17,기타포괄손익-공정가치측정 금융자산평가이익(손실),546033110,"(1,935,150,946)","(8,838,579,419)"
22,당기총포괄이익,199886477823,158513843109,205567962110
23,당기순이익의 귀속,,,
26,당기포괄이익의 귀속,,,
30,기본주당순이익 (단위 : 원),7805,6611,8438
31,희석주당순이익 (단위 : 원),7805,6611,8438
