,tag,제 44 기,제 43 기,제 42 기
2,매출총이익,3831987034,7357679619,5956565673
4,영업이익(손실),"(4,062,292,410)","(8,161,344,868)","(8,989,866,427)"
7,지분법이익(손실),"(453,329,635)","(4,388,897,159)","(1,001,463,235)"
8,기타이익,12666732547,373865702,8374325850
10,법인세비용차감전순이익(손실),"(4,849,526,742)","(62,121,132,276)","(23,180,152,966)"
12,계속영업이익(손실),"(4,930,504,389)","(61,874,615,920)","(22,925,473,432)"
13,중단영업이익(손실),"(978,204,998)","(2,670,723,985)","(4,160,787,382)"
14,당기순이익(손실),"(5,908,709,387)","(64,545,339,905)","(27,086,260,814)"
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(5,660,384,045)","(62,243,372,015)","(26,541,604,401)"
17,계속영업이익(손실),"(4,682,179,047)","(59,572,648,030)","(22,380,817,019)"
18,중단영업이익(손실),"(978,204,998)","(2,670,723,985)","(4,160,787,382)"
19,비지배지분에 귀속되는 당기순이익(손실),"(248,325,342)","(2,301,967,890)","(544,656,413)"
20,계속영업이익(손실),"(248,325,342)","(2,301,967,890)","(544,656,413)"
29,지분법이익잉여금변동,0,"(13,560,524)","(926,551)"
33,계속영업이익(손실),"(6,040,447,545)","(58,464,111,966)","(22,700,339,838)"
34,중단영업이익(손실),"(978,204,998)","(2,670,723,985)","(4,160,787,382)"
36,계속영업이익(손실),"(256,661,973)","(2,328,147,977)","(543,519,140)"
37,주당이익,,,
38,기본주당이익(손실) (단위 : 원),(131),"(12,622)","(1,071)"
39,희석주당이익(손실) (단위 : 원),(131),"(12,622)","(1,071)"
