,tag,제 12 기,제 11 기,제 10 기
2,매출총이익,220289667896,239425790833,194209955416
4,영업이익(손실),64864260293,84888528510,38033273406
5,기타이익,74425965942,38883524614,33403431309
9,지분법이익,167000000,,
11,법인세비용차감전순이익(손실),70398936764,58686465338,"(3,127,318,217)"
13,계속영업이익(손실),77975794621,41827041884,"(8,652,551,786)"
14,중단영업이익(손실),"(52,148,991,048)","(59,094,758,498)","(41,149,809,614)"
15,당기순이익(손실),25826803573,"(17,267,716,614)","(49,802,361,400)"
23,당기총포괄이익(손실),23556039284,"(16,946,204,956)","(50,855,199,181)"
24,당기순이익(손실)의 귀속,,,
26,계속영업이익(손실),77975794621,41827041884,"(8,652,551,786)"
27,중단영업이익(손실),"(42,907,462,409)","(42,076,299,837)","(42,099,786,939)"
29,중단영업이익(손실),"(9,241,528,639)","(17,018,458,661)",949977325
32,계속영업이익(손실),75236254395,38666676095,"(9,351,174,675)"
33,중단영업이익(손실),"(42,592,875,062)","(38,689,034,254)","(42,304,250,214)"
35,중단영업이익(손실),"(9,087,340,049)","(16,923,846,797)",800225708
36,주당이익,,,
37,기본주당이익(손실) (단위 : 원),894,(6),"(1,293)"
38,계속영업기본주당이익(손실) (단위 : 원),1987,1066,(221)
39,중단영업기본주당이익(손실) (단위 : 원),"(1,093)","(1,072)","(1,072)"
40,희석주당이익(손실) (단위 : 원),894,(6),"(1,293)"
41,계속영업희석주당이익(손실) (단위 : 원),1987,1066,(221)
42,중단영업희석주당이익(손실) (단위 : 원),"(1,093)","(1,072)","(1,072)"
