,tag,제 63 기,제 62 기,제 61 기
2,매출총이익,438324086267,616648263249,561772965045
5,영업이익(손실),39424863808,207367359906,182440508206
10,법인세비용차감전순이익(손실),"(12,680,926,021)",184332113707,148599712211
12,계속영업이익(손실),"(16,596,314,016)",118452091045,103543311282
13,당기순이익(손실),"(16,596,314,016)",118452091045,103543311282
14,당기순이익(손실)의 귀속,,,
15,지배지분순이익,"(16,804,296,181)",118230271362,103558968264
16,비지배지분순이익,207982165,221819683,"(15,656,982)"
27,지배지분순이익,"(1,188,588,194)",139797122248,99565330084
28,비지배지분순이익,207982165,221819683,"(15,656,982)"
29,주당이익,,,
30,보통주 기본 및 희석주당이익 (단위 : 원),(162),1153,1008
31,우선주 기본 및 희석주당이익 (단위 : 원),(157),1158,1013
