,tag,제 72 기,제 71 기,제 70 기
2,매출총이익,7509788577,11140219187,12262066700
4,영업이익(손실),"(3,486,085,832)","(1,689,015,924)",479158770
5,기타이익,407016886,471795691,311776898
9,법인세비용차감전순이익(손실),"(6,334,322,745)","(4,871,970,027)","(2,012,198,701)"
11,당기순이익(손실),"(3,668,520,953)","(4,760,001,261)","(1,653,685,904)"
12,당기순이익(손실)의 귀속,,,
13,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(2,661,579,645)","(4,521,857,808)","(1,074,814,070)"
14,비지배지분에 귀속되는 당기순이익(손실),"(1,006,941,308)","(238,143,453)","(578,871,834)"
15,주당이익,,,
16,기본주당이익(손실) (단위 : 원),(951),"(1,615)",(384)
