,tag,제 25 기,제 24 기,제 23 기
2,매출총이익,2765293456,23944167,2515598312
5,영업이익(손실),"(71,100,610,132)","(41,733,788,624)","(19,990,160,900)"
10,계속법인세비용차감전이익(손실),"(85,584,138,023)","(108,208,308,954)","(29,196,256,405)"
12,계속영업당기순이익(손실),"(85,584,138,023)","(108,208,308,954)","(29,196,256,405)"
13,중단영업당기순이익(손실),,"(151,594,105)","(1,325,637,963)"
14,당기순이익(손실),"(85,584,138,023)","(108,359,903,059)","(30,521,894,368)"
20,당기순이익(손실)의 귀속,,,
21,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(82,856,513,815)","(107,036,905,258)","(28,728,935,734)"
22,비지배지분에 귀속되는 당기순이익(손실),"(2,727,624,208)","(1,322,997,801)","(1,792,958,634)"
26,주당이익(손실),,,
27,계속영업기본주당순이익(손실) (단위 : 원),"(3,094)","(5,219)","(1,761)"
28,중단영업기본주당이익(손실) (단위 : 원),,(4),(40)
29,계속영업희석주당순이익(손실) (단위 : 원),"(3,094)","(5,219)","(1,761)"
30,중단영업희석주당이익(손실) (단위 : 원),,(4),(40)
