,tag,제 45 기,제 44 기,제 43 기
2,매출총이익,11411977844,12889350751,10697100471
5,영업이익(손실),"(18,459,101,152)","(8,208,996,276)","(11,259,049,753)"
10,법인세비용차감전순이익(손실),"(18,226,419,683)","(7,144,535,270)","(11,735,152,304)"
12,당기순이익(손실),"(18,648,412,113)","(7,618,562,789)","(11,897,642,781)"
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(18,648,412,113)","(7,618,562,789)","(11,897,642,781)"
15,비지배지분에 귀속되는 당기순이익(손실),0,0,0
26,주당이익,,,
27,기본주당이익(손실) (단위 : 원),(397),(356),(567)
28,희석주당이익(손실) (단위 : 원),(397),(356),(567)
