,tag,제 56 기,제 55 기,제 54 기
3,매출총이익,72498395639,70261251349,57906795914
5,영업이익,24590388329,20944994874,14161500379
10,지분법이익,3420859129,2461241255,3742653139
11,종속기업처분이익,,,10631751264
12,법인세비용차감전계속영업이익(손실),15000580018,217154388,17106689568
14,계속연결순이익(손실),13396836808,"(8,669,487,669)",17799372240
16,법인세비용차감전중단영업이익(손실),,,"(1,998,218,530)"
18,중단영업이익(손실),,,"(1,998,218,530)"
19,Ⅲ.당기순이익(손실),13396836808,"(8,669,487,669)",15801153710
20,계속영업이익(손실)의 귀속,,,
23,중단영업이익(손실)의 귀속,,,
26,당기순이익(손실)의 귀속,,,
34,지분법이익잉여금변동,21011835,,
42,지배기업소유주지분 기본주당이익(손실) (단위 : 원),376,(244),461
43,지배기업소유주지분 희석주당이익(손실) (단위 : 원),368,(244),461
44,지배기업소유주지분 기본주당계속영업이익(손실) (단위 : 원),376,(244),510
45,지배기업소유주지분 희석주당계속영업이익(손실) (단위 : 원),368,(244),510
