,tag,제 46 기,제 45 기,제 44 기
2,매출총이익,6407674919,8511830765,3366772092
4,영업이익(손실),"(12,572,108,243)","(6,446,548,833)","(8,450,977,393)"
12,계속영업이익(손실),"(50,907,598,069)","(5,587,266,454)","(14,495,590,805)"
13,중단영업이익(손실),"(16,917,863,003)","(10,965,375,009)","(1,811,839,453)"
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(67,430,803,240)","(15,298,196,520)","(15,565,917,621)"
17,계속영업이익(손실),"(50,898,276,653)","(5,686,768,080)","(14,548,599,877)"
18,중단영업이익(손실),"(16,532,526,587)","(9,611,428,440)","(1,017,317,744)"
19,비지배지분에 귀속되는 당기순이익(손실),"(394,657,832)","(1,254,444,943)","(741,512,637)"
20,계속영업이익(손실),"(9,321,416)",99501626,53009072
21,중단영업이익(손실),"(385,336,416)","(1,353,946,569)","(794,521,709)"
