,tag,제 58 기,제 57 기,제 56 기
2,매출총이익,"(6,760,077,992)","(6,856,829,698)",1626848169
4,영업이익(손실),"(14,479,048,347)","(19,639,344,638)","(7,185,856,256)"
5,기타이익,138587013,560788934,801750982
9,법인세비용차감전순이익(손실),"(42,114,525,655)","(27,404,391,196)","(7,731,814,278)"
11,당기순이익(손실),"(37,334,949,684)","(22,949,225,025)","(6,230,357,983)"
25,당기순이익(손실)의 귀속,,,
26,비지배지분에 귀속되는 당기순이익(손실),"(37,334,949,684)","(22,949,225,025)","(6,230,357,983)"
30,주당이익,,,
31,기본주당이익(손실) (단위 : 원),(435.5),(268),(73)
32,희석주당이익(손실) (단위 : 원),(435.5),(268),(73)
