,tag,제 34 기,제 33 기,제 32 기
2,매출총이익,27432600950,41577031442,49454742360
4,영업이익(손실),"(19,315,591,022)","(9,158,889,097)","(7,717,918,866)"
7,기타이익,5997181801,6481378638,2896161860
9,지분법이익,6101056791,1495595871,872000337
10,법인세비용차감전순이익(손실),"(7,479,618,132)",456992502,"(1,399,030,501)"
12,당기순이익(손실),"(6,339,609,808)","(280,865,214)","(1,283,171,654)"
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(6,339,577,874)","(280,815,354)","(1,283,119,905)"
15,비지배지분에 귀속되는 당기순이익(손실),"(31,934)","(49,860)","(51,749)"
22,기타포괄손익-공정가치측정 금융자산평가이익,"(152,990,620)",551146236,234998695
28,주당이익,,,
29,기본주당이익(손실) (단위 : 원),(377),(17),(76)
30,희석주당이익(손실) (단위 : 원),(377),(17),(76)
