,tag,제 4 기,제 3 기,제 2 기
2,매출총이익,68883635212,74763111414,70981527499
5,영업이익(손실),38750637313,41114420804,38977787464
6,기타이익,936514481,4129687969,3155171246
10,법인세비용차감전순이익(손실),38074008844,45760631856,34602694502
12,당기순이익(손실),29873111498,53000368886,23369598811
19,해외사업장환산외환차이(세전기타포괄이익),"(186,099,414)",74467772,3855908
21,당기순이익(손실)의 귀속,,,
22,지배기업의 소유주에게 귀속되는 당기순이익(손실),29873111476,54590070949,26316987608
23,비지배지분에 귀속되는 당기순이익(손실),22,"(1,589,702,063)","(2,947,388,797)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),1975,3720,2205
29,희석주당이익(손실) (단위 : 원),1975,3720,2205
