,tag,제 61 기,제 60 기,제 59 기
2,Ⅲ.매출총이익,79444901299,85247461707,109231313507
4,Ⅴ.영업이익(손실),"(14,618,313,385)",6275157301,24889473201
7,Ⅷ.기타이익,18719746272,16548574094,18110023869
9,Ⅹ.법인세비용차감전순이익(손실),"(17,106,383,380)",20635035826,43589615991
11,XⅡ.당기순이익(손실),"(13,416,107,380)",14487010503,35034112136
16,XV.당기순이익(손실)의 귀속,,,
17,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),"(13,416,107,380)",14487010503,35034112136
18,(2)비지배지분에 귀속되는 당기순이익(손실),,,
22,XVII.주당이익,,,
23,(1)기본주당이익(손실) (단위 : 원),,1473,3563
24,(2)희석주당이익(손실) (단위 : 원),"(1,365)",1473,3563
