,tag,제 4 기,제 3 기,제 2 기
2,매출총이익,429700394745.0,409429098351.0,367038547851.0
4,영업이익,86487192695.0,85294893142.0,74368030528.0
9,파생상품거래이익,2885671081.0,2088300023.0,7475099733.0
10,파생상품평가이익,,119717227.0,16839576.0
11,당기손익-공정가치측정 금융자산 평가이익,918116693.0,501318433.0,276011006.0
12,당기손익-공정가치측정 금융자산 처분이익,21037013.0,,
18,법인세비용차감전순이익,80474681508.0,85156782895.0,76771541976.0
20,당기순이익,57653481257.0,64335095875.0,58337520219.0
21,당기순이익의 귀속,,,
23,주당이익,,,
24,기본주당이익(손실) (단위 : 원),7498.0,8206.0,7545.0
25,희석주당이익(손실) (단위 : 원),7498.0,8206.0,7440.0
