,tag,제 73 기,제 72 기,제 71 기
2,매출총이익,33174480077,33093939649,28531036133
4,영업이익(손실),15901269821,17025221715,13319440370
7,기타이익,207014939,149710862,70909517
9,법인세비용차감전순이익(손실),14029512835,20410269221,15913609527
11,계속영업이익(손실),11835399356,16603891978,12641149434
12,중단영업이익(손실),,,
13,당기순이익(손실),11835399356,16603891978,12641149434
14,당기순이익(손실)의 귀속,,,
15,지배기업의 소유주에게 귀속되는 당기순이익(손실),7637836367,10616248690,6959772198
16,비지배지분에 귀속되는 당기순이익(손실),4197562989,5987643288,5681377236
28,주당이익,,,
29,기본주당이익(손실) (단위 : 원),6657,9253,6066
