,tag,제 54 기,제 53 기,제 52 기
2,매출총이익,203664504323,179715836839,188575125667
4,영업이익(손실),145937798507,128783605822,135027508093
7,기타이익,72851414913,35938319861,20668453213
10,지분법이익,5573669430,11075520188,2542519409
12,법인세비용차감전순이익(손실),26566568062,89364586057,75366420034
14,당기순이익(손실),27527431490,101020481907,78279906164
25,당기순이익(손실)의 귀속,,,
26,지배기업의 소유주에게 귀속되는 당기순이익(손실),8789470382,90509206600,76474065758
27,비지배지분에 귀속되는 당기순이익(손실),18737961108,10511275307,1805840406
31,주당이익,,,
32,기본주당이익(손실) (단위 : 원),37,3741,3135
