,tag,제 4 기,제 3 기,제 2 기
2,매출총이익,156691165693,151782554853,137597077104
4,영업이익(손실),12904372878,234015638,6355081784
5,기타이익,1790309256,1604264603,1950667048
10,법인세비용차감전순이익(손실),12551989779,"(554,118,577)","(3,394,622,965)"
12,당기순이익(손실),6964801820,"(10,239,416,760)","(5,012,972,608)"
13,당기순이익(손실)의 귀속,,,
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),6916120968,"(10,239,416,760)","(5,012,972,608)"
15,비지배지분에 귀속되는 당기순이익(손실),48680852,0,0
25,주당이익,,,
26,기본주당이익(손실) (단위 : 원),473,(698),(376)
27,희석주당이익(손실) (단위 : 원),473,(698),(376)
