,tag,제 59 기,제 58 기,제 57 기
2,Ⅲ.매출총이익,16896994416,19784139911,17915134720
4,Ⅴ.영업이익(손실),"(1,342,292,874)",2106443512,1870630192
5,Ⅵ.기타이익,4496370511,3618524494,3802401832
9,Ⅹ.법인세비용차감전순이익(손실),6490766854,7437328713,4075432621
11,XⅡ.당기순이익(손실),5114514328,5744852582,3009428319
12,XⅢ.당기순이익(손실)의 귀속,,,
13,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),4987496174,5642830132,2990978124
14,(2)비지배지분에 귀속되는 당기순이익(손실),127018154,102022450,18450195
19,3.종속기업 이익잉여금 변동,355236162,0,0
28,XVII.주당이익,,,
29,(1)기본주당이익(손실) (단위 : 원),128,144,77
30,(2)희석주당이익(손실) (단위 : 원),128,144,77
