,tag,제 53 기,제 52 기,제 51 기
6,Ⅲ.매출총이익,497495402322,669593816108.0,361664140771
8,Ⅴ.영업이익(손실),62331788527,225120254911.0,143585321902
9,Ⅵ.기타이익,15834515139,11760440852.0,185308355510
14,XI.법인세비용차감전순이익(손실),9780819161,206097009949.0,87630168931
16,XⅢ.당기순이익(손실),769301249,130011021127.0,95971404896
27,XVI.당기순이익(손실)의 귀속,,,
28,(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),10883862918,59242277003.0,62198850768
29,(2)비지배지분에 귀속되는 당기순이익(손실),"(10,114,561,669)",70768744124.0,33772554128
33,XVIII.주당이익,,,
34,(1)보통주주당이익(손실) (단위 : 원),194,1055.0,1103
35,(2)우선주주당이익(손실),199,1060.0,1113
