,tag,제 19 기,제 18 기,제 17 기
12,매출총이익,190929553375,180117500822,167720505029
14,영업이익(손실),"(2,446,838,471)",5837297229,19014789821
20,법인세비용차감전순이익(손실),"(30,981,179,788)",67309866757,36590242746
22,계속영업이익(손실),"(34,178,922,879)",52368083376,36405201620
23,중단영업이익(손실),0,0,"(308,298,898)"
24,당기순이익(손실),"(34,178,922,879)",52368083376,36096902722
33,당기순이익(손실)의 귀속,,,
34,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(18,658,191,055)",46374602061,24389270168
35,비지배지분에 귀속되는 당기순이익(손실),"(15,520,731,824)",5993481315,11707632554
39,주당이익,,,
40,기본주당이익(손실) (단위 : 원),(355),884,480
41,희석주당이익(손실) (단위 : 원),(356),818,247
