,tag,제 52 기,제 51 기,제 50 기
2,영업이익(손실),"(17,554,676,458)","(14,239,578,798)","(18,417,446,087)"
7,법인세비용차감전순이익(손실),"(17,851,117,597)","(18,864,741,879)","(30,166,111,856)"
9,계속당기순이익(손실),"(17,803,714,379)","(20,340,661,002)","(29,621,331,284)"
10,중단당기순이익(손실),,1077138742,
11,당기순이익(손실),"(17,803,714,379)","(19,263,522,260)","(29,621,331,284)"
12,당기순이익(손실)의 귀속,,,
13,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(17,803,714,379)","(19,883,064,062)","(29,859,119,949)"
14,비지배지분에 귀속되는 당기순이익(손실),,619541802,237780665
15,주당순이익,,,
16,기본주당이익(손실) (단위 : 원),"(2,301)","(2,601)","(3,904)"
17,희석주당이익(손실) (단위 : 원),"(2,301)","(2,601)","(3,904)"
