,tag,제 21 기,제 20 기,제 19 기
2,영업이익(손실),22952778020,15649322684,"(21,236,052,082)"
5,매각예정비유동자산처분이익,,153359196256,
10,법인세비용차감전순이익(손실),"(2,244,441,894)",107048170172,"(49,408,471,511)"
12,계속영업당기순이익(손실),"(4,854,277,887)",66229742703,"(55,653,678,808)"
13,중단영업당기순이익,1537465765,"(24,101,148,345)",92922521246
14,당기순이익(손실),"(3,316,812,122)",42128594358,37268842438
16,계속영업당기순이익,"(5,078,481,875)",69018468969,
17,중단영업당기순이익,1157816256,"(23,048,832,669)",
18,지배기업의 소유주 귀속 당기순이익,"(3,920,665,619)",45969636300,
20,계속영업당기순이익,224203988,"(2,788,726,266)",
21,중단영업당기순이익,379649509,"(1,052,315,676)",
22,비지배지분 귀속 당기순이익,603853497,"(3,841,041,942)",
26,기타포괄손익-공정가치 측정 금융자산 평가이익(손실),631025933,"(618,079,129)",771885348
29,당기순이익(손실)의 귀속,,,
35,주당이익,,,
36,기본주당이익(손실) (단위 : 원),,,
37,중단영업기본주당이익(손실) (단위 : 원),(111),1474,"(1,229)"
