,tag,제 49 기,제 48 기,제 47 기
2,매출총이익,46926191971,26456560358,56779268338
4,영업이익(손실),1963548854,"(23,957,646,315)",7500327401
7,기타이익,9285690435,2832643931,16986243816
10,법인세비용차감전순이익(손실),"(8,373,269,131)","(71,795,962,070)","(116,492,038)"
12,당기순이익(손실),"(13,504,623,004)","(91,099,124,274)","(7,371,813,223)"
21,당기순이익(손실)의 귀속,,,
22,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(13,504,623,004)","(91,099,124,274)","(6,769,523,262)"
23,비지배지분에 귀속되는 당기순이익(손실),,,"(602,289,961)"
27,주당이익,,,
28,기본주당이익(손실) (단위 : 원),(336),"(2,291)",(172)
