,tag,제 25 기,제 24 기,제 23 기
2,매출총이익,14659330838,30354380895,40884884356
4,영업이익(손실),"(7,198,731,514)",3062710914,19431919460
8,기타이익,1510495705,2740795151,3485877942
11,법인세비용차감전순이익(손실),"(9,735,168,518)",3219392784,21178283430
13,당기순이익(손실),"(7,887,779,442)",1888513802,18160285214
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(7,896,922,678)",1892025927,18160174969
20,비지배지분에 귀속되는 당기순이익(손실),9143236,"(3,512,125)",110245
24,주당이익,,,
25,기본주당이익(손실) (단위 : 원),(531),125,1181
26,희석주당이익(손실) (단위 : 원),(531),123,1181
