,tag,제 38 기,제 37 기,제 36 기
2,매출총이익,37156637516,45640527819,39636877597
4,영업이익(손실),57089312,2903591697,1035475182
10,법인세비용차감전순이익(손실),"(44,985,571,716)","(14,919,411,837)","(10,170,550,318)"
12,당기순이익(손실),"(47,132,145,215)","(11,683,952,086)","(11,041,933,671)"
24,당기순이익(손실)의 귀속,,,
25,지배기업의 소유주에게 귀속되는 당기순이익(손실),"(46,958,820,861)","(11,412,111,076)","(10,034,573,405)"
26,비지배지분에 귀속되는 당기순이익(손실),"(173,324,354)","(271,841,010)","(1,007,360,266)"
30,주당이익,,,
31,기본주당이익(손실) (단위 : 원),(535),(168),(244)
32,희석주당이익(손실) (단위 : 원),(535),(168),(244)
