,tag,제 47 기,제 46 기,제 45 기
2,매출총이익,24005760757,29409898870,33167199424
4,영업이익(손실),5181220846,9293952488,11469245243
5,기타이익,532357859,632432993,762240756
9,지분법이익,841695743,1042415693,1313116246
10,법인세비용차감전순이익(손실),3104910901,6887442180,8834248898
12,계속영업이익(손실),1787797030,4709878603,7150593968
13,중단영업이익(손실),"(312,030,828)","(423,656,670)",0
14,당기순이익(손실),1475766202,4286221933,7150593968
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),1475766202,4286221933,7150593968
17,비지배지분에 귀속되는 당기순이익(손실),0,0,0
23,주당이익,,,
24,기본주당이익(손실) (단위 : 원),66,193,336
25,희석주당이익(손실) (단위 : 원),80,212,336
