,tag,제 63 기,제 62 기,제 61 기
2,매출총이익,7199572065,3010797423,2225990544
4,영업이익(손실),"(11,249,275,255)","(10,123,767,392)","(7,914,282,068)"
5,기타이익,3564228383,970460562,247520499
9,법인세비용차감전순이익(손실),"(11,644,021,627)","(13,181,933,335)","(13,124,614,303)"
11,계속사업당기순이익(손실),"(11,644,021,627)","(13,181,933,335)","(13,124,614,303)"
12,중단사업당기순이익(손실),,"(16,992,365,759)","(3,086,105,942)"
13,당기순이익(손실),"(11,644,021,627)","(30,174,299,094)","(16,210,720,245)"
14,지배기업의 소유주에게 귀속되는 당기순이익(손실),,,
15,계속사업당기순이익(손실),"(10,880,761,694)","(12,040,919,268)","(12,008,182,844)"
16,중단사업당기순이익(손실),,"(7,465,030,287)","(1,856,967,730)"
17,비지배지분에 귀속되는 당기순이익(손실),,,
18,계속사업당기순이익(손실),"(763,259,933)","(1,141,014,067)","(1,116,431,459)"
19,중단사업당기순이익(손실),,"(9,527,335,472)","(1,229,138,212)"
28,계속영업총포괄이익(손실),"(9,888,528,665)","(14,489,880,154)","(11,130,992,660)"
29,중단영업총포괄이익(손실),,"(7,580,518,293)","(1,786,022,650)"
31,계속영업총포괄이익(손실),"(805,427,199)","(1,661,633,561)","(1,188,062,413)"
32,중단영업총포괄이익(손실),,"(9,141,742,780)","(1,198,994,140)"
33,주당이익,,,
34,기본주당이익(손실) (단위 : 원),(107),(112),(86)
35,계속영업기본주당이익(손실) (단위 : 원),(107),(69),(74)
36,중단영업기본주당이익(손실) (단위 : 원),,(43),(12)
37,희석주당이익(손실) (단위 : 원),(107),(112),(86)
38,계속영업희석주당이익(손실) (단위 : 원),(107),(69),(74)
39,중단영업희석주당이익(손실) (단위 : 원),,(43),(12)
