,tag,제 32 기,제 31 기,제 30 기
2,상각후원가측정금융자산처분이익,2862731765,6734336499,7105151201
8,매출총이익,162823815234,248082310950,209982692961
10,영업이익(손실),94052923307,182373179358,175802641995
15,법인세비용차감전순이익(손실),87696218805,163507886173,180984428367
17,당기순이익(손실),64319441651,120386462123,136605171397
18,당기순이익(손실)의 귀속,,,
19,지배기업의 소유주에게 귀속되는 당기순이익(손실),62040715772,126142194713,136607771092
20,비지배지분에 귀속되는 당기순이익(손실),2278725879,"(5,755,732,590)","(2,599,695)"
28,계속영업이익(손실),64319441651,120386462123,136605171397
33,주당이익,,,
34,기본주당이익(손실) (단위 : 원),1134,2282,2446
35,희석주당이익(손실) (단위 : 원),1134,2282,2446
