,tag,제 44 기,제 43 기,제 42 기
2,매출총이익,950769144309.0,562412155390.0,730684871327.0
4,영업이익(손실),742159982879.0,365369653508.0,554633082401.0
5,기타이익,61512066891.0,71442970464.0,51009282543.0
10,법인세비용차감전순이익(손실),766946736716.0,376931674507.0,616910472755.0
12,계속영업이익(손실),559654810210.0,292885697322.0,503082598293.0
13,중단영업이익(손실),23327500441.0,1811030934.0,0.0
14,당기순이익(손실),582982310651.0,294696728256.0,503082598293.0
15,당기순이익(손실)의 귀속,,,
16,지배기업의 소유주에게 귀속되는 당기순이익(손실),582899085058.0,294600908543.0,491221317927.0
17,비지배지분에 귀속되는 당기순이익(손실),83225593.0,95819713.0,11861280366.0
18,주당이익,,,
19,기본주당이익(손실) (단위 : 원),20883.0,10549.0,17597.0
20,계속영업기본주당이익(손실) (단위 : 원),20047.0,10484.0,17597.0
21,중단영업기본주당이익(손실) (단위 : 원),836.0,65.0,0.0
